summary_type,model_variant,attack_variant,threshold,config_label,mode,p_delete,p_add,max_additions,target_node,true_label,purified_pred,purified_is_correct,smoothed_pred,is_correct,reported_certified_radius,reported_asymmetric_total_radius,reported_asymmetric_delete_budget,reported_asymmetric_add_budget,reported_runner_up_asymmetric_total_radius,pA_lower,target_edge_retention
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2007,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2007,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2007,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1866,3,3,1,3,1,0,0,0,0,0,0.9656375692128542,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1866,3,3,1,3,1,0,0,0,0,0,0.9752825416552515,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1866,3,3,1,3,1,0,0,0,0,0,0.9417140423720242,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1866,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1866,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1866,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2654,2,0,0,0,0,0,0,0,0,0,0.9702473281193681,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2654,2,0,0,0,0,0,0,0,0,0,0.9571436873657766,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2654,2,0,0,0,0,0,0,0,0,0,0.9380570722013619,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2654,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2654,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2654,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2673,4,4,1,4,1,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2673,4,4,1,4,1,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2673,4,4,1,4,1,0,0,0,0,0,0.9702473281193681,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2673,4,4,1,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2673,4,4,1,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2673,4,4,1,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2313,2,0,0,0,0,0,0,0,0,0,0.9571436873657766,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2313,2,0,0,0,0,0,0,0,0,0,0.9571436873657766,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2313,2,0,0,0,0,0,0,0,0,0,0.9239471612843768,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2313,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2313,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2313,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1832,2,0,0,0,0,0,0,0,0,0,0.9656375692128542,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1832,2,0,0,0,0,0,0,0,0,0,0.9571436873657766,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1832,2,0,0,0,0,0,0,0,0,0,0.9531349401218103,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1832,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1832,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1832,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2506,5,5,1,5,1,0,0,0,0,0,0.9702473281193681,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2506,5,5,1,5,1,0,0,0,0,0,0.9656375692128542,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2506,5,5,1,5,1,0,0,0,0,0,0.9492398681704209,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2506,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2506,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2506,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1960,5,5,1,5,1,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1960,5,5,1,5,1,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1960,5,5,1,5,1,1,1,1,0,1,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1960,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1960,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1960,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2009,3,0,0,0,0,0,0,0,0,0,0.9752825416552515,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2009,3,0,0,0,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2009,3,0,0,0,0,0,0,0,0,0,0.9752825416552515,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2009,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2009,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2009,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2147,3,3,1,3,1,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2147,3,3,1,3,1,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2147,3,3,1,3,1,1,1,1,0,1,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2147,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2147,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2147,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2444,2,2,1,2,1,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2444,2,2,1,2,1,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2444,2,2,1,2,1,1,1,1,0,1,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2444,2,2,1,1,0,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2444,2,2,1,1,0,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.01,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2444,2,2,1,1,0,0,0,0,0,0,0.9811771485586084,0.6666666666666666
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2149,3,0,0,0,0,0,0,0,0,0,0.9752825416552515,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2149,3,0,0,0,0,0,0,0,0,0,0.9274084157427628,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2149,3,0,0,0,0,0,0,0,0,0,0.9309105551016821,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2149,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2149,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2149,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2007,3,3,1,3,1,0,0,0,0,0,0.9656375692128542,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2007,3,3,1,3,1,0,0,0,0,0,0.9571436873657766,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2007,3,3,1,3,1,0,0,0,0,0,0.9380570722013619,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2007,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2007,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2007,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1866,3,3,1,3,1,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1866,3,3,1,3,1,0,0,0,0,0,0.9752825416552515,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1866,3,3,1,3,1,0,0,0,0,0,0.9380570722013619,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1866,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1866,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1866,3,3,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2654,2,0,0,0,0,0,0,0,0,0,0.9656375692128542,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2654,2,0,0,0,0,0,0,0,0,0,0.9612958817839642,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2654,2,0,0,0,0,0,0,0,0,0,0.9344582277457292,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2654,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2654,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2654,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.25
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2673,4,4,1,4,1,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2673,4,4,1,4,1,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2673,4,4,1,4,1,1,1,1,0,1,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2673,4,4,1,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2673,4,4,1,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2673,4,4,1,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2313,2,0,0,0,0,0,0,0,0,0,0.945437885141615,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2313,2,0,0,0,0,0,0,0,0,0,0.9417140423720242,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2313,2,0,0,0,0,0,0,0,0,0,0.9071366743972511,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2313,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2313,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2313,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.6
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1832,2,0,0,0,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1832,2,0,0,0,0,0,0,0,0,0,0.9656375692128542,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1832,2,0,0,0,0,0,0,0,0,0,0.9531349401218103,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1832,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1832,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1832,2,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2506,5,5,1,5,1,0,0,0,0,0,0.9702473281193681,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2506,5,5,1,5,1,0,0,0,0,0,0.9752825416552515,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2506,5,5,1,5,1,0,0,0,0,0,0.9492398681704209,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2506,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2506,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2506,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.0
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,1960,5,5,1,5,1,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,1960,5,5,1,5,1,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,1960,5,5,1,5,1,1,1,1,0,1,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,1960,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,1960,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,1960,5,5,1,1,0,0,0,0,0,0,0.9811771485586084,0.5714285714285714
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.01,sparse-edge-flip,0.01,5e-06,64,2009,3,0,0,0,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.02,sparse-edge-flip,0.02,1e-05,96,2009,3,0,0,0,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,sparse-asym-0.05,sparse-edge-flip,0.05,2e-05,160,2009,3,0,0,0,0,0,0,0,0,0,0.9752825416552515,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,balanced-sparse-0.2,sparse-edge-flip,0.2,0.2,160,2009,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.2,symmetric-edge-flip,0.2,0.2,160,2009,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.5
fixed-config,clean-warmstart-symmetric-finetune,clean-warmstart-symmetric-finetune,0.02,symmetric-0.3,symmetric-edge-flip,0.3,0.3,160,2009,3,0,0,1,0,0,0,0,0,0,0.9811771485586084,0.5
